row,col,entryHex,tileIndex,palette,priority,hflip,vflip
2,22,0x284B,75,2,1,0,0
2,23,0x284C,76,2,1,0,0
2,24,0x284C,76,2,1,0,0
2,25,0x284C,76,2,1,0,0
2,26,0x284C,76,2,1,0,0
2,27,0x284C,76,2,1,0,0
2,28,0x284C,76,2,1,0,0
2,29,0x284D,77,2,1,0,0
2,30,0x284E,78,2,1,0,0
2,31,0x2845,69,2,1,0,0
3,0,0x2000,0,0,1,0,0
3,1,0x2000,0,0,1,0,0
3,2,0x2000,0,0,1,0,0
3,3,0x2000,0,0,1,0,0
3,4,0x2000,0,0,1,0,0
3,5,0x2000,0,0,1,0,0
3,6,0x2000,0,0,1,0,0
3,7,0x2000,0,0,1,0,0
3,8,0x2000,0,0,1,0,0
3,9,0x2000,0,0,1,0,0
3,10,0x2000,0,0,1,0,0
3,11,0x2000,0,0,1,0,0
3,12,0x2000,0,0,1,0,0
3,13,0x2000,0,0,1,0,0
3,14,0x2000,0,0,1,0,0
3,15,0x2000,0,0,1,0,0
3,16,0x2000,0,0,1,0,0
3,17,0x2000,0,0,1,0,0
3,18,0x2000,0,0,1,0,0
3,19,0x2000,0,0,1,0,0
3,20,0x2000,0,0,1,0,0
3,21,0x2000,0,0,1,0,0
3,22,0x2000,0,0,1,0,0
3,23,0x2000,0,0,1,0,0
3,24,0x2000,0,0,1,0,0
3,25,0x2000,0,0,1,0,0
3,26,0x2000,0,0,1,0,0
3,27,0x2000,0,0,1,0,0
3,28,0x2000,0,0,1,0,0
3,29,0x2000,0,0,1,0,0
3,30,0x2000,0,0,1,0,0
3,31,0x2000,0,0,1,0,0
4,0,0x2000,0,0,1,0,0
4,1,0x2000,0,0,1,0,0
4,2,0x2000,0,0,1,0,0
4,3,0x2000,0,0,1,0,0
4,4,0x2000,0,0,1,0,0
4,5,0x2000,0,0,1,0,0
4,6,0x2000,0,0,1,0,0
4,7,0x2000,0,0,1,0,0
4,8,0x2000,0,0,1,0,0
4,9,0x2000,0,0,1,0,0
4,10,0x2000,0,0,1,0,0
4,11,0x2000,0,0,1,0,0
4,12,0x2000,0,0,1,0,0
4,13,0x2000,0,0,1,0,0
4,14,0x2000,0,0,1,0,0
4,15,0x2000,0,0,1,0,0
4,16,0x2000,0,0,1,0,0
4,17,0x2000,0,0,1,0,0
4,18,0x2000,0,0,1,0,0
4,19,0x2000,0,0,1,0,0
4,20,0x2000,0,0,1,0,0
4,21,0x2000,0,0,1,0,0
4,22,0x2000,0,0,1,0,0
4,23,0x2000,0,0,1,0,0
4,24,0x2000,0,0,1,0,0
4,25,0x2000,0,0,1,0,0
4,26,0x2000,0,0,1,0,0
4,27,0x2000,0,0,1,0,0
4,28,0x2000,0,0,1,0,0
4,29,0x2000,0,0,1,0,0
4,30,0x2000,0,0,1,0,0
4,31,0x2000,0,0,1,0,0
5,0,0x2000,0,0,1,0,0
5,1,0x2000,0,0,1,0,0
5,2,0x2000,0,0,1,0,0
5,3,0x2000,0,0,1,0,0
5,4,0x2000,0,0,1,0,0
5,5,0x2000,0,0,1,0,0
5,6,0x2000,0,0,1,0,0
5,7,0x2000,0,0,1,0,0
5,8,0x2000,0,0,1,0,0
5,9,0x2000,0,0,1,0,0
5,10,0x2000,0,0,1,0,0
5,11,0x2000,0,0,1,0,0
5,12,0x2000,0,0,1,0,0
5,13,0x2000,0,0,1,0,0
5,14,0x2000,0,0,1,0,0
5,15,0x2000,0,0,1,0,0
5,16,0x2000,0,0,1,0,0
5,17,0x2000,0,0,1,0,0
5,18,0x2000,0,0,1,0,0
5,19,0x2000,0,0,1,0,0
5,20,0x2000,0,0,1,0,0
5,21,0x2000,0,0,1,0,0
5,22,0x2000,0,0,1,0,0
5,23,0x2000,0,0,1,0,0
5,24,0x2000,0,0,1,0,0
5,25,0x2000,0,0,1,0,0
5,26,0x2000,0,0,1,0,0
5,27,0x2000,0,0,1,0,0
5,28,0x2000,0,0,1,0,0
5,29,0x2000,0,0,1,0,0
5,30,0x2000,0,0,1,0,0
5,31,0x2000,0,0,1,0,0
6,0,0x2000,0,0,1,0,0
6,1,0x2000,0,0,1,0,0
6,2,0x2000,0,0,1,0,0
6,3,0x2000,0,0,1,0,0
6,4,0x2000,0,0,1,0,0
6,5,0x2000,0,0,1,0,0
6,6,0x2000,0,0,1,0,0
6,7,0x2000,0,0,1,0,0
6,8,0x2000,0,0,1,0,0
6,9,0x2000,0,0,1,0,0
6,10,0x2000,0,0,1,0,0
6,11,0x2000,0,0,1,0,0
6,12,0x2000,0,0,1,0,0
6,13,0x2000,0,0,1,0,0
6,14,0x2000,0,0,1,0,0
6,15,0x2000,0,0,1,0,0
6,16,0x2000,0,0,1,0,0
6,17,0x2000,0,0,1,0,0
6,18,0x2000,0,0,1,0,0
6,19,0x2000,0,0,1,0,0
6,20,0x2000,0,0,1,0,0
6,21,0x2000,0,0,1,0,0
6,22,0x2000,0,0,1,0,0
6,23,0x2000,0,0,1,0,0
6,24,0x2000,0,0,1,0,0
6,25,0x2000,0,0,1,0,0
6,26,0x2000,0,0,1,0,0
6,27,0x2000,0,0,1,0,0
6,28,0x2000,0,0,1,0,0
6,29,0x2000,0,0,1,0,0
6,30,0x2000,0,0,1,0,0
6,31,0x2000,0,0,1,0,0
7,0,0x2000,0,0,1,0,0
7,1,0x2000,0,0,1,0,0
7,2,0x2000,0,0,1,0,0
7,3,0x2000,0,0,1,0,0
7,4,0x2000,0,0,1,0,0
7,5,0x2000,0,0,1,0,0
7,6,0x2000,0,0,1,0,0
7,7,0x2000,0,0,1,0,0
7,8,0x2000,0,0,1,0,0
7,9,0x2000,0,0,1,0,0
7,10,0x2000,0,0,1,0,0
7,11,0x2000,0,0,1,0,0
7,12,0x2000,0,0,1,0,0
7,13,0x2000,0,0,1,0,0
7,14,0x2000,0,0,1,0,0
7,15,0x2000,0,0,1,0,0
7,16,0x2000,0,0,1,0,0
7,17,0x2000,0,0,1,0,0
7,18,0x2000,0,0,1,0,0
7,19,0x2000,0,0,1,0,0
7,20,0x2000,0,0,1,0,0
7,21,0x2000,0,0,1,0,0
7,22,0x2000,0,0,1,0,0
7,23,0x2000,0,0,1,0,0
7,24,0x2000,0,0,1,0,0
7,25,0x2000,0,0,1,0,0
7,26,0x2000,0,0,1,0,0
7,27,0x2000,0,0,1,0,0
7,28,0x2000,0,0,1,0,0
7,29,0x2000,0,0,1,0,0
7,30,0x2000,0,0,1,0,0
7,31,0x2000,0,0,1,0,0
8,0,0x2000,0,0,1,0,0
8,1,0x2000,0,0,1,0,0
8,2,0x2000,0,0,1,0,0
8,3,0x2000,0,0,1,0,0
8,4,0x2000,0,0,1,0,0
8,5,0x2000,0,0,1,0,0
8,6,0x2000,0,0,1,0,0
8,7,0x2000,0,0,1,0,0
8,8,0x2000,0,0,1,0,0
8,9,0x2000,0,0,1,0,0
8,10,0x2000,0,0,1,0,0
8,11,0x2000,0,0,1,0,0
8,12,0x2000,0,0,1,0,0
8,13,0x2000,0,0,1,0,0
8,14,0x2000,0,0,1,0,0
8,15,0x2000,0,0,1,0,0
8,16,0x2000,0,0,1,0,0
8,17,0x2000,0,0,1,0,0
8,18,0x2000,0,0,1,0,0
8,19,0x2000,0,0,1,0,0
8,20,0x2000,0,0,1,0,0
8,21,0x2000,0,0,1,0,0
8,22,0x2000,0,0,1,0,0
8,23,0x2000,0,0,1,0,0
8,24,0x2000,0,0,1,0,0
8,25,0x2000,0,0,1,0,0
8,26,0x2000,0,0,1,0,0
8,27,0x2000,0,0,1,0,0
8,28,0x2000,0,0,1,0,0
8,29,0x2000,0,0,1,0,0
8,30,0x2000,0,0,1,0,0
8,31,0x2000,0,0,1,0,0
9,0,0x2000,0,0,1,0,0
9,1,0x2000,0,0,1,0,0
9,2,0x2000,0,0,1,0,0
9,3,0x2000,0,0,1,0,0
9,4,0x2000,0,0,1,0,0
9,5,0x2000,0,0,1,0,0
9,6,0x2000,0,0,1,0,0
9,7,0x2000,0,0,1,0,0
9,8,0x2000,0,0,1,0,0
9,9,0x2000,0,0,1,0,0
9,10,0x2000,0,0,1,0,0
9,11,0x2000,0,0,1,0,0
9,12,0x2000,0,0,1,0,0
9,13,0x2000,0,0,1,0,0
9,14,0x2000,0,0,1,0,0
9,15,0x2000,0,0,1,0,0
9,16,0x2000,0,0,1,0,0
9,17,0x2000,0,0,1,0,0
9,18,0x32F0,752,4,1,0,0
9,19,0x2000,0,0,1,0,0
9,20,0x2000,0,0,1,0,0
9,21,0x2000,0,0,1,0,0
9,22,0x2000,0,0,1,0,0
9,23,0x2000,0,0,1,0,0
9,24,0x2000,0,0,1,0,0
9,25,0x2000,0,0,1,0,0
9,26,0x2000,0,0,1,0,0
9,27,0x2000,0,0,1,0,0
9,28,0x2000,0,0,1,0,0
9,29,0x2000,0,0,1,0,0
9,30,0x2000,0,0,1,0,0
9,31,0x2000,0,0,1,0,0
10,0,0x2000,0,0,1,0,0
10,1,0x32F0,752,4,1,0,0
10,2,0x2000,0,0,1,0,0
10,3,0x2000,0,0,1,0,0
10,4,0x2000,0,0,1,0,0
10,5,0x2000,0,0,1,0,0
10,6,0x2000,0,0,1,0,0
10,7,0x2000,0,0,1,0,0
10,8,0x2000,0,0,1,0,0
10,9,0x2000,0,0,1,0,0
10,10,0x2000,0,0,1,0,0
10,11,0x2000,0,0,1,0,0
10,12,0x2000,0,0,1,0,0
10,13,0x2000,0,0,1,0,0
10,14,0x2000,0,0,1,0,0
10,15,0x2000,0,0,1,0,0
10,16,0x2000,0,0,1,0,0
10,17,0x2000,0,0,1,0,0
10,18,0x2000,0,0,1,0,0
10,19,0x2000,0,0,1,0,0
10,20,0x2000,0,0,1,0,0
10,21,0x2000,0,0,1,0,0
10,22,0x2000,0,0,1,0,0
10,23,0x2000,0,0,1,0,0
10,24,0x2000,0,0,1,0,0
10,25,0x2000,0,0,1,0,0
10,26,0x2000,0,0,1,0,0
10,27,0x2000,0,0,1,0,0
10,28,0x2000,0,0,1,0,0
10,29,0x2000,0,0,1,0,0
10,30,0x2000,0,0,1,0,0
10,31,0x2000,0,0,1,0,0
11,0,0x2000,0,0,1,0,0
11,1,0x2000,0,0,1,0,0
11,2,0x2000,0,0,1,0,0
11,3,0x2000,0,0,1,0,0
11,4,0x2000,0,0,1,0,0
11,5,0x2000,0,0,1,0,0
11,6,0x2000,0,0,1,0,0
11,7,0x2000,0,0,1,0,0
11,8,0x2000,0,0,1,0,0
11,9,0x2000,0,0,1,0,0
11,10,0x2000,0,0,1,0,0
11,11,0x2000,0,0,1,0,0
11,12,0x2000,0,0,1,0,0
11,13,0x2000,0,0,1,0,0
11,14,0x2000,0,0,1,0,0
11,15,0x2000,0,0,1,0,0
11,16,0x2000,0,0,1,0,0
11,17,0x2000,0,0,1,0,0
11,18,0x2000,0,0,1,0,0
11,19,0x2000,0,0,1,0,0
11,20,0x2000,0,0,1,0,0
11,21,0x2000,0,0,1,0,0
11,22,0x2000,0,0,1,0,0
11,23,0x2000,0,0,1,0,0
11,24,0x2000,0,0,1,0,0
11,25,0x2000,0,0,1,0,0
11,26,0x2000,0,0,1,0,0
11,27,0x2000,0,0,1,0,0
11,28,0x2000,0,0,1,0,0
11,29,0x2000,0,0,1,0,0
11,30,0x2000,0,0,1,0,0
11,31,0x2000,0,0,1,0,0
12,0,0x2000,0,0,1,0,0
12,1,0x2000,0,0,1,0,0
12,2,0x2000,0,0,1,0,0
12,3,0x2000,0,0,1,0,0
12,4,0x2000,0,0,1,0,0
12,5,0x2000,0,0,1,0,0
12,6,0x2000,0,0,1,0,0
12,7,0x2000,0,0,1,0,0
12,8,0x2000,0,0,1,0,0
12,9,0x2000,0,0,1,0,0
12,10,0x2000,0,0,1,0,0
12,11,0x2000,0,0,1,0,0
12,12,0x2000,0,0,1,0,0
12,13,0x2000,0,0,1,0,0
12,14,0x2000,0,0,1,0,0
12,15,0x2000,0,0,1,0,0
12,16,0x2000,0,0,1,0,0
12,17,0x2000,0,0,1,0,0
12,18,0x2000,0,0,1,0,0
12,19,0x2000,0,0,1,0,0
12,20,0x2000,0,0,1,0,0
12,21,0x2000,0,0,1,0,0
12,22,0x2000,0,0,1,0,0
12,23,0x2000,0,0,1,0,0
12,24,0x2000,0,0,1,0,0
12,25,0x2000,0,0,1,0,0
12,26,0x2000,0,0,1,0,0
12,27,0x2000,0,0,1,0,0
12,28,0x2000,0,0,1,0,0
12,29,0x2000,0,0,1,0,0
12,30,0x2000,0,0,1,0,0
12,31,0x2000,0,0,1,0,0
13,0,0x2000,0,0,1,0,0
13,1,0x2000,0,0,1,0,0
13,2,0x2000,0,0,1,0,0
13,3,0x2000,0,0,1,0,0
13,4,0x2000,0,0,1,0,0
13,5,0x2000,0,0,1,0,0
13,6,0x2000,0,0,1,0,0
13,7,0x2000,0,0,1,0,0
13,8,0x2000,0,0,1,0,0
13,9,0x2000,0,0,1,0,0
13,10,0x2000,0,0,1,0,0
13,11,0x2000,0,0,1,0,0
13,12,0x2000,0,0,1,0,0
13,13,0x2000,0,0,1,0,0
13,14,0x2000,0,0,1,0,0
13,15,0x2000,0,0,1,0,0
13,16,0x2000,0,0,1,0,0
13,17,0x2000,0,0,1,0,0
13,18,0x2000,0,0,1,0,0
13,19,0x2000,0,0,1,0,0
13,20,0x2000,0,0,1,0,0
13,21,0x2000,0,0,1,0,0
13,22,0x2000,0,0,1,0,0
13,23,0x2000,0,0,1,0,0
13,24,0x2000,0,0,1,0,0
13,25,0x2000,0,0,1,0,0
13,26,0x2000,0,0,1,0,0
13,27,0x2000,0,0,1,0,0
13,28,0x2000,0,0,1,0,0
13,29,0x2000,0,0,1,0,0
13,30,0x2000,0,0,1,0,0
13,31,0x2000,0,0,1,0,0
14,0,0x2000,0,0,1,0,0
14,1,0x2000,0,0,1,0,0
14,2,0x2000,0,0,1,0,0
14,3,0x2000,0,0,1,0,0
14,4,0x2000,0,0,1,0,0
14,5,0x2000,0,0,1,0,0
14,6,0x2000,0,0,1,0,0
14,7,0x2000,0,0,1,0,0
14,8,0x2000,0,0,1,0,0
14,9,0x2000,0,0,1,0,0
14,10,0x2000,0,0,1,0,0
14,11,0x2000,0,0,1,0,0
14,12,0x2000,0,0,1,0,0
14,13,0x2000,0,0,1,0,0
14,14,0x2000,0,0,1,0,0
14,15,0x2000,0,0,1,0,0
14,16,0x2000,0,0,1,0,0
14,17,0x2000,0,0,1,0,0
14,18,0x2000,0,0,1,0,0
14,19,0x2000,0,0,1,0,0
14,20,0x2000,0,0,1,0,0
14,21,0x2000,0,0,1,0,0
14,22,0x2000,0,0,1,0,0
14,23,0x2000,0,0,1,0,0
14,24,0x2000,0,0,1,0,0
14,25,0x2000,0,0,1,0,0
14,26,0x2000,0,0,1,0,0
14,27,0x2000,0,0,1,0,0
14,28,0x2000,0,0,1,0,0
14,29,0x2000,0,0,1,0,0
14,30,0x2000,0,0,1,0,0
14,31,0x2000,0,0,1,0,0
15,0,0x280D,13,2,1,0,0
15,1,0x280E,14,2,1,0,0
15,2,0x280E,14,2,1,0,0
15,3,0x280E,14,2,1,0,0
15,4,0x280F,15,2,1,0,0
15,5,0x2810,16,2,1,0,0
15,6,0x2811,17,2,1,0,0
15,7,0x2812,18,2,1,0,0
15,8,0x2813,19,2,1,0,0
15,9,0x2814,20,2,1,0,0
15,10,0x2815,21,2,1,0,0
15,11,0x2816,22,2,1,0,0
15,12,0x2817,23,2,1,0,0
15,13,0x2818,24,2,1,0,0
15,14,0x2819,25,2,1,0,0
15,15,0x281A,26,2,1,0,0
15,16,0x281B,27,2,1,0,0
15,17,0x281C,28,2,1,0,0
15,18,0x281D,29,2,1,0,0
15,19,0x281E,30,2,1,0,0
15,20,0x281E,30,2,1,0,0
15,21,0x281E,30,2,1,0,0
15,22,0x280E,14,2,1,0,0
15,23,0x280E,14,2,1,0,0
15,24,0x280E,14,2,1,0,0
15,25,0x280E,14,2,1,0,0
15,26,0x280D,13,2,1,0,0
15,27,0x280D,13,2,1,0,0
15,28,0x280D,13,2,1,0,0
15,29,0x280D,13,2,1,0,0
15,30,0x280D,13,2,1,0,0
15,31,0x280D,13,2,1,0,0
16,0,0x2825,37,2,1,0,0
16,1,0x2826,38,2,1,0,0
16,2,0x2827,39,2,1,0,0
16,3,0x2828,40,2,1,0,0
16,4,0x2829,41,2,1,0,0
16,5,0x282A,42,2,1,0,0
16,6,0x282B,43,2,1,0,0
16,7,0x282C,44,2,1,0,0
16,8,0x282D,45,2,1,0,0
16,9,0x282E,46,2,1,0,0
16,10,0x282F,47,2,1,0,0
16,11,0x2830,48,2,1,0,0
16,12,0x2831,49,2,1,0,0
16,13,0x2832,50,2,1,0,0
16,14,0x2833,51,2,1,0,0
16,15,0x2834,52,2,1,0,0
16,16,0x2835,53,2,1,0,0
16,17,0x2836,54,2,1,0,0
16,18,0x2837,55,2,1,0,0
16,19,0x2838,56,2,1,0,0
16,20,0x2839,57,2,1,0,0
16,21,0x283A,58,2,1,0,0
16,22,0x283B,59,2,1,0,0
16,23,0x283C,60,2,1,0,0
16,24,0x283D,61,2,1,0,0
16,25,0x283E,62,2,1,0,0
16,26,0x283F,63,2,1,0,0
16,27,0x2840,64,2,1,0,0
16,28,0x2841,65,2,1,0,0
16,29,0x2842,66,2,1,0,0
16,30,0x2843,67,2,1,0,0
16,31,0x2844,68,2,1,0,0
17,0,0x284F,79,2,1,0,0
17,1,0x2850,80,2,1,0,0
17,2,0x2851,81,2,1,0,0
17,3,0x2852,82,2,1,0,0
17,4,0x2853,83,2,1,0,0
17,5,0x2854,84,2,1,0,0
17,6,0x2855,85,2,1,0,0
17,7,0x2856,86,2,1,0,0
17,8,0x2857,87,2,1,0,0
17,9,0x2858,88,2,1,0,0
17,10,0x2859,89,2,1,0,0
17,11,0x285A,90,2,1,0,0
17,12,0x285B,91,2,1,0,0
17,13,0x285C,92,2,1,0,0
17,14,0x285D,93,2,1,0,0
17,15,0x285E,94,2,1,0,0
17,16,0x285F,95,2,1,0,0
17,17,0x2860,96,2,1,0,0
17,18,0x2861,97,2,1,0,0
17,19,0x2862,98,2,1,0,0
17,20,0x2863,99,2,1,0,0
17,21,0x2864,100,2,1,0,0
17,22,0x2865,101,2,1,0,0
17,23,0x2866,102,2,1,0,0
17,24,0x2867,103,2,1,0,0
17,25,0x2868,104,2,1,0,0
17,26,0x2869,105,2,1,0,0
17,27,0x286A,106,2,1,0,0
17,28,0x286B,107,2,1,0,0
17,29,0x286C,108,2,1,0,0
17,30,0x286D,109,2,1,0,0
17,31,0x286E,110,2,1,0,0
18,0,0x286F,111,2,1,0,0
18,1,0x2870,112,2,1,0,0
18,2,0x2871,113,2,1,0,0
18,3,0x2872,114,2,1,0,0
18,4,0x2873,115,2,1,0,0
18,5,0x2874,116,2,1,0,0
18,6,0x2875,117,2,1,0,0
18,7,0x2876,118,2,1,0,0
18,8,0x2877,119,2,1,0,0
18,9,0x2878,120,2,1,0,0
18,10,0x2879,121,2,1,0,0
18,11,0x287A,122,2,1,0,0
18,12,0x287B,123,2,1,0,0
18,13,0x287C,124,2,1,0,0
18,14,0x287D,125,2,1,0,0
18,15,0x287E,126,2,1,0,0
18,16,0x287F,127,2,1,0,0
18,17,0x2880,128,2,1,0,0
18,18,0x2881,129,2,1,0,0
18,19,0x2882,130,2,1,0,0
18,20,0x2883,131,2,1,0,0
18,21,0x2884,132,2,1,0,0
18,22,0x2885,133,2,1,0,0
18,23,0x2886,134,2,1,0,0
18,24,0x2887,135,2,1,0,0
18,25,0x2888,136,2,1,0,0
18,26,0x2889,137,2,1,0,0
18,27,0x288A,138,2,1,0,0
18,28,0x288B,139,2,1,0,0
18,29,0x288C,140,2,1,0,0
18,30,0x288D,141,2,1,0,0
18,31,0x288E,142,2,1,0,0
19,0,0x288F,143,2,1,0,0
19,1,0x2890,144,2,1,0,0
19,2,0x2891,145,2,1,0,0
19,3,0x2892,146,2,1,0,0
19,4,0x2893,147,2,1,0,0
19,5,0x2894,148,2,1,0,0
19,6,0x2895,149,2,1,0,0
19,7,0x2896,150,2,1,0,0
19,8,0x2897,151,2,1,0,0
19,9,0x2898,152,2,1,0,0
19,10,0x2899,153,2,1,0,0
19,11,0x289A,154,2,1,0,0
19,12,0x289B,155,2,1,0,0
19,13,0x289C,156,2,1,0,0
19,14,0x289D,157,2,1,0,0
19,15,0x289E,158,2,1,0,0
19,16,0x289F,159,2,1,0,0
19,17,0x28A0,160,2,1,0,0
19,18,0x28A1,161,2,1,0,0
19,19,0x28A2,162,2,1,0,0
19,20,0x28A3,163,2,1,0,0
19,21,0x28A4,164,2,1,0,0
19,22,0x28A5,165,2,1,0,0
19,23,0x28A6,166,2,1,0,0
19,24,0x28A7,167,2,1,0,0
19,25,0x28A8,168,2,1,0,0
19,26,0x28A9,169,2,1,0,0
19,27,0x28AA,170,2,1,0,0
19,28,0x28AB,171,2,1,0,0
19,29,0x28AC,172,2,1,0,0
19,30,0x28AD,173,2,1,0,0
19,31,0x28AE,174,2,1,0,0
20,0,0x28AF,175,2,1,0,0
20,1,0x28B0,176,2,1,0,0
20,2,0x28B1,177,2,1,0,0
20,3,0x28B2,178,2,1,0,0
20,4,0x28B3,179,2,1,0,0
20,5,0x28B4,180,2,1,0,0
20,6,0x28B5,181,2,1,0,0
20,7,0x28B6,182,2,1,0,0
20,8,0x28B7,183,2,1,0,0
20,9,0x28B8,184,2,1,0,0
20,10,0x2872,114,2,1,0,0
20,11,0x2872,114,2,1,0,0
20,12,0x28B9,185,2,1,0,0
20,13,0x28BA,186,2,1,0,0
20,14,0x28BB,187,2,1,0,0
20,15,0x28BC,188,2,1,0,0
20,16,0x28BD,189,2,1,0,0
20,17,0x28BE,190,2,1,0,0
20,18,0x28BF,191,2,1,0,0
20,19,0x28C0,192,2,1,0,0
20,20,0x28C1,193,2,1,0,0
20,21,0x28C2,194,2,1,0,0
20,22,0x28C3,195,2,1,0,0
20,23,0x28C4,196,2,1,0,0
20,24,0x28C5,197,2,1,0,0
20,25,0x28C6,198,2,1,0,0
20,26,0x28C7,199,2,1,0,0
20,27,0x28C8,200,2,1,0,0
20,28,0x28C9,201,2,1,0,0
20,29,0x28CA,202,2,1,0,0
20,30,0x28CB,203,2,1,0,0
20,31,0x2872,114,2,1,0,0
21,0,0x28CC,204,2,1,0,0
21,1,0x28CD,205,2,1,0,0
21,2,0x28CE,206,2,1,0,0
21,3,0x28CF,207,2,1,0,0
21,4,0x28D0,208,2,1,0,0
21,5,0x28D1,209,2,1,0,0
21,6,0x28D2,210,2,1,0,0
21,7,0x28D3,211,2,1,0,0
21,8,0x28D4,212,2,1,0,0
21,9,0x28D5,213,2,1,0,0
21,10,0x28D6,214,2,1,0,0
21,11,0x28D7,215,2,1,0,0
21,12,0x28D8,216,2,1,0,0
21,13,0x28D9,217,2,1,0,0
21,14,0x28DA,218,2,1,0,0
21,15,0x2872,114,2,1,0,0
21,16,0x28DB,219,2,1,0,0
21,17,0x28DC,220,2,1,0,0
21,18,0x28DD,221,2,1,0,0
21,19,0x2973,371,2,1,0,0
21,20,0x2974,372,2,1,0,0
21,21,0x28E0,224,2,1,0,0
21,22,0x28E1,225,2,1,0,0
21,23,0x28E2,226,2,1,0,0
21,24,0x28E3,227,2,1,0,0
21,25,0x28E4,228,2,1,0,0
21,26,0x28E5,229,2,1,0,0
21,27,0x28E6,230,2,1,0,0
21,28,0x28E7,231,2,1,0,0
21,29,0x28E8,232,2,1,0,0
21,30,0x28CB,203,2,1,0,0
21,31,0x2872,114,2,1,0,0
22,0,0x28E9,233,2,1,0,0
22,1,0x28EA,234,2,1,0,0
22,2,0x28EB,235,2,1,0,0
22,3,0x28EC,236,2,1,0,0
22,4,0x2977,375,2,1,0,0
22,5,0x28EE,238,2,1,0,0
22,6,0x28EF,239,2,1,0,0
22,7,0x28F0,240,2,1,0,0
22,8,0x28F1,241,2,1,0,0
22,9,0x28F2,242,2,1,0,0
22,10,0x28F3,243,2,1,0,0
22,11,0x28F4,244,2,1,0,0
22,12,0x28F5,245,2,1,0,0
22,13,0x28F6,246,2,1,0,0
22,14,0x28F7,247,2,1,0,0
22,15,0x28F8,248,2,1,0,0
22,16,0x2978,376,2,1,0,0
22,17,0x2979,377,2,1,0,0
22,18,0x297A,378,2,1,0,0
22,19,0x297B,379,2,1,0,0
22,20,0x297C,380,2,1,0,0
22,21,0x297D,381,2,1,0,0
22,22,0x28FF,255,2,1,0,0
22,23,0x2900,256,2,1,0,0
