row,col,entryHex,tileIndex,palette,priority,hflip,vflip
2,49,0x0179,377,0,0,0,0
2,50,0x017A,378,0,0,0,0
2,51,0x017B,379,0,0,0,0
2,52,0x017C,380,0,0,0,0
2,53,0x017D,381,0,0,0,0
2,54,0x017E,382,0,0,0,0
2,55,0x017F,383,0,0,0,0
2,56,0x017F,383,0,0,0,0
2,57,0x017F,383,0,0,0,0
2,58,0x017F,383,0,0,0,0
2,59,0x017F,383,0,0,0,0
2,60,0x017F,383,0,0,0,0
2,61,0x017F,383,0,0,0,0
2,62,0x0180,384,0,0,0,0
2,63,0x4004,4,0,0,1,0
3,0,0x0000,0,0,0,0,0
3,1,0x0000,0,0,0,0,0
3,2,0x0000,0,0,0,0,0
3,3,0x0000,0,0,0,0,0
3,4,0x0000,0,0,0,0,0
3,5,0x0000,0,0,0,0,0
3,6,0x0000,0,0,0,0,0
3,7,0x0000,0,0,0,0,0
3,8,0x0000,0,0,0,0,0
3,9,0x0000,0,0,0,0,0
3,10,0x0000,0,0,0,0,0
3,11,0x0000,0,0,0,0,0
3,12,0x0000,0,0,0,0,0
3,13,0x0000,0,0,0,0,0
3,14,0x0000,0,0,0,0,0
3,15,0x0000,0,0,0,0,0
3,16,0x0000,0,0,0,0,0
3,17,0x0000,0,0,0,0,0
3,18,0x0000,0,0,0,0,0
3,19,0x0000,0,0,0,0,0
3,20,0x0000,0,0,0,0,0
3,21,0x0000,0,0,0,0,0
3,22,0x0000,0,0,0,0,0
3,23,0x0000,0,0,0,0,0
3,24,0x0000,0,0,0,0,0
3,25,0x0000,0,0,0,0,0
3,26,0x0000,0,0,0,0,0
3,27,0x0000,0,0,0,0,0
3,28,0x0000,0,0,0,0,0
3,29,0x0000,0,0,0,0,0
3,30,0x0000,0,0,0,0,0
3,31,0x0000,0,0,0,0,0
3,32,0x0004,4,0,0,0,0
3,33,0x0005,5,0,0,0,0
3,34,0x0005,5,0,0,0,0
3,35,0x0005,5,0,0,0,0
3,36,0x0005,5,0,0,0,0
3,37,0x0005,5,0,0,0,0
3,38,0x0005,5,0,0,0,0
3,39,0x0005,5,0,0,0,0
3,40,0x0005,5,0,0,0,0
3,41,0x0005,5,0,0,0,0
3,42,0x0005,5,0,0,0,0
3,43,0x0005,5,0,0,0,0
3,44,0x0181,385,0,0,0,0
3,45,0x0182,386,0,0,0,0
3,46,0x0183,387,0,0,0,0
3,47,0x0184,388,0,0,0,0
3,48,0x0185,389,0,0,0,0
3,49,0x0186,390,0,0,0,0
3,50,0x0187,391,0,0,0,0
3,51,0x0188,392,0,0,0,0
3,52,0x0189,393,0,0,0,0
3,53,0x018A,394,0,0,0,0
3,54,0x018B,395,0,0,0,0
3,55,0x0005,5,0,0,0,0
3,56,0x0005,5,0,0,0,0
3,57,0x0005,5,0,0,0,0
3,58,0x0005,5,0,0,0,0
3,59,0x0005,5,0,0,0,0
3,60,0x0005,5,0,0,0,0
3,61,0x0005,5,0,0,0,0
3,62,0x0005,5,0,0,0,0
3,63,0x4004,4,0,0,1,0
4,0,0x0000,0,0,0,0,0
4,1,0x0000,0,0,0,0,0
4,2,0x0000,0,0,0,0,0
4,3,0x0000,0,0,0,0,0
4,4,0x0000,0,0,0,0,0
4,5,0x0000,0,0,0,0,0
4,6,0x0000,0,0,0,0,0
4,7,0x0000,0,0,0,0,0
4,8,0x0000,0,0,0,0,0
4,9,0x0000,0,0,0,0,0
4,10,0x0000,0,0,0,0,0
4,11,0x0000,0,0,0,0,0
4,12,0x0000,0,0,0,0,0
4,13,0x0000,0,0,0,0,0
4,14,0x0000,0,0,0,0,0
4,15,0x0000,0,0,0,0,0
4,16,0x0000,0,0,0,0,0
4,17,0x0000,0,0,0,0,0
4,18,0x0000,0,0,0,0,0
4,19,0x0000,0,0,0,0,0
4,20,0x0000,0,0,0,0,0
4,21,0x0000,0,0,0,0,0
4,22,0x0000,0,0,0,0,0
4,23,0x0000,0,0,0,0,0
4,24,0x0000,0,0,0,0,0
4,25,0x0000,0,0,0,0,0
4,26,0x0000,0,0,0,0,0
4,27,0x0000,0,0,0,0,0
4,28,0x0000,0,0,0,0,0
4,29,0x0000,0,0,0,0,0
4,30,0x0000,0,0,0,0,0
4,31,0x0000,0,0,0,0,0
4,32,0x0004,4,0,0,0,0
4,33,0x0005,5,0,0,0,0
4,34,0x0005,5,0,0,0,0
4,35,0x0005,5,0,0,0,0
4,36,0x0005,5,0,0,0,0
4,37,0x0005,5,0,0,0,0
4,38,0x0005,5,0,0,0,0
4,39,0x0005,5,0,0,0,0
4,40,0x0005,5,0,0,0,0
4,41,0x0005,5,0,0,0,0
4,42,0x0005,5,0,0,0,0
4,43,0x0005,5,0,0,0,0
4,44,0x018C,396,0,0,0,0
4,45,0x018D,397,0,0,0,0
4,46,0x018E,398,0,0,0,0
4,47,0x018F,399,0,0,0,0
4,48,0x0190,400,0,0,0,0
4,49,0x0191,401,0,0,0,0
4,50,0x0192,402,0,0,0,0
4,51,0x0193,403,0,0,0,0
4,52,0x0194,404,0,0,0,0
4,53,0x0195,405,0,0,0,0
4,54,0x0196,406,0,0,0,0
4,55,0x0005,5,0,0,0,0
4,56,0x0005,5,0,0,0,0
4,57,0x0005,5,0,0,0,0
4,58,0x0005,5,0,0,0,0
4,59,0x0005,5,0,0,0,0
4,60,0x0005,5,0,0,0,0
4,61,0x0005,5,0,0,0,0
4,62,0x0005,5,0,0,0,0
4,63,0x4004,4,0,0,1,0
5,0,0x0000,0,0,0,0,0
5,1,0x0000,0,0,0,0,0
5,2,0x0000,0,0,0,0,0
5,3,0x0000,0,0,0,0,0
5,4,0x0000,0,0,0,0,0
5,5,0x0000,0,0,0,0,0
5,6,0x0000,0,0,0,0,0
5,7,0x0000,0,0,0,0,0
5,8,0x0000,0,0,0,0,0
5,9,0x0000,0,0,0,0,0
5,10,0x0000,0,0,0,0,0
5,11,0x0000,0,0,0,0,0
5,12,0x0000,0,0,0,0,0
5,13,0x0000,0,0,0,0,0
5,14,0x0000,0,0,0,0,0
5,15,0x0000,0,0,0,0,0
5,16,0x0000,0,0,0,0,0
5,17,0x0000,0,0,0,0,0
5,18,0x0000,0,0,0,0,0
5,19,0x0000,0,0,0,0,0
5,20,0x0000,0,0,0,0,0
5,21,0x0000,0,0,0,0,0
5,22,0x0000,0,0,0,0,0
5,23,0x0000,0,0,0,0,0
5,24,0x0000,0,0,0,0,0
5,25,0x0000,0,0,0,0,0
5,26,0x0000,0,0,0,0,0
5,27,0x0000,0,0,0,0,0
5,28,0x0000,0,0,0,0,0
5,29,0x0000,0,0,0,0,0
5,30,0x0000,0,0,0,0,0
5,31,0x0000,0,0,0,0,0
5,32,0x0004,4,0,0,0,0
5,33,0x0005,5,0,0,0,0
5,34,0x0005,5,0,0,0,0
5,35,0x0005,5,0,0,0,0
5,36,0x0197,407,0,0,0,0
5,37,0x0198,408,0,0,0,0
5,38,0x0199,409,0,0,0,0
5,39,0x019A,410,0,0,0,0
5,40,0x019B,411,0,0,0,0
5,41,0x019C,412,0,0,0,0
5,42,0x019D,413,0,0,0,0
5,43,0x80B0,176,0,0,0,1
5,44,0x0005,5,0,0,0,0
5,45,0x0005,5,0,0,0,0
5,46,0x0005,5,0,0,0,0
5,47,0x0005,5,0,0,0,0
5,48,0x0005,5,0,0,0,0
5,49,0x0005,5,0,0,0,0
5,50,0x0005,5,0,0,0,0
5,51,0x0005,5,0,0,0,0
5,52,0x0005,5,0,0,0,0
5,53,0x019E,414,0,0,0,0
5,54,0x419E,414,0,0,1,0
5,55,0x0005,5,0,0,0,0
5,56,0x0005,5,0,0,0,0
5,57,0x0005,5,0,0,0,0
5,58,0x0005,5,0,0,0,0
5,59,0x0005,5,0,0,0,0
5,60,0x0005,5,0,0,0,0
5,61,0x0005,5,0,0,0,0
5,62,0x0005,5,0,0,0,0
5,63,0x4004,4,0,0,1,0
6,0,0x0000,0,0,0,0,0
6,1,0x0000,0,0,0,0,0
6,2,0x0000,0,0,0,0,0
6,3,0x0000,0,0,0,0,0
6,4,0x0000,0,0,0,0,0
6,5,0x0000,0,0,0,0,0
6,6,0x0000,0,0,0,0,0
6,7,0x0000,0,0,0,0,0
6,8,0x0000,0,0,0,0,0
6,9,0x0000,0,0,0,0,0
6,10,0x0000,0,0,0,0,0
6,11,0x0000,0,0,0,0,0
6,12,0x0000,0,0,0,0,0
6,13,0x0000,0,0,0,0,0
6,14,0x0000,0,0,0,0,0
6,15,0x0000,0,0,0,0,0
6,16,0x0000,0,0,0,0,0
6,17,0x0000,0,0,0,0,0
6,18,0x0000,0,0,0,0,0
6,19,0x0000,0,0,0,0,0
6,20,0x0000,0,0,0,0,0
6,21,0x0000,0,0,0,0,0
6,22,0x0000,0,0,0,0,0
6,23,0x0000,0,0,0,0,0
6,24,0x0000,0,0,0,0,0
6,25,0x0000,0,0,0,0,0
6,26,0x0000,0,0,0,0,0
6,27,0x0000,0,0,0,0,0
6,28,0x0000,0,0,0,0,0
6,29,0x0000,0,0,0,0,0
6,30,0x0000,0,0,0,0,0
6,31,0x0000,0,0,0,0,0
6,32,0x0004,4,0,0,0,0
6,33,0x0005,5,0,0,0,0
6,34,0x0005,5,0,0,0,0
6,35,0x0005,5,0,0,0,0
6,36,0x019F,415,0,0,0,0
6,37,0x01A0,416,0,0,0,0
6,38,0x01A1,417,0,0,0,0
6,39,0x01A2,418,0,0,0,0
6,40,0x01A3,419,0,0,0,0
6,41,0x01A4,420,0,0,0,0
6,42,0x01A5,421,0,0,0,0
6,43,0x80AF,175,0,0,0,1
6,44,0x01A6,422,0,0,0,0
6,45,0x01A7,423,0,0,0,0
6,46,0x01A8,424,0,0,0,0
6,47,0x01A9,425,0,0,0,0
6,48,0x0005,5,0,0,0,0
6,49,0x0005,5,0,0,0,0
6,50,0x0005,5,0,0,0,0
6,51,0x0005,5,0,0,0,0
6,52,0x0005,5,0,0,0,0
6,53,0x0005,5,0,0,0,0
6,54,0x0005,5,0,0,0,0
6,55,0x0005,5,0,0,0,0
6,56,0x0005,5,0,0,0,0
6,57,0x0005,5,0,0,0,0
6,58,0x0005,5,0,0,0,0
6,59,0x0005,5,0,0,0,0
6,60,0x0005,5,0,0,0,0
6,61,0x0005,5,0,0,0,0
6,62,0x0005,5,0,0,0,0
6,63,0x4004,4,0,0,1,0
7,0,0x0000,0,0,0,0,0
7,1,0x0000,0,0,0,0,0
7,2,0x0000,0,0,0,0,0
7,3,0x0000,0,0,0,0,0
7,4,0x0000,0,0,0,0,0
7,5,0x0000,0,0,0,0,0
7,6,0x0000,0,0,0,0,0
7,7,0x0000,0,0,0,0,0
7,8,0x0000,0,0,0,0,0
7,9,0x0000,0,0,0,0,0
7,10,0x0000,0,0,0,0,0
7,11,0x0000,0,0,0,0,0
7,12,0x0000,0,0,0,0,0
7,13,0x0000,0,0,0,0,0
7,14,0x0000,0,0,0,0,0
7,15,0x0000,0,0,0,0,0
7,16,0x0000,0,0,0,0,0
7,17,0x0000,0,0,0,0,0
7,18,0x0000,0,0,0,0,0
7,19,0x0000,0,0,0,0,0
7,20,0x0000,0,0,0,0,0
7,21,0x0000,0,0,0,0,0
7,22,0x0000,0,0,0,0,0
7,23,0x0000,0,0,0,0,0
7,24,0x0000,0,0,0,0,0
7,25,0x0000,0,0,0,0,0
7,26,0x0000,0,0,0,0,0
7,27,0x0000,0,0,0,0,0
7,28,0x0000,0,0,0,0,0
7,29,0x0000,0,0,0,0,0
7,30,0x0000,0,0,0,0,0
7,31,0x0000,0,0,0,0,0
7,32,0x0004,4,0,0,0,0
7,33,0x0005,5,0,0,0,0
7,34,0x0005,5,0,0,0,0
7,35,0x0005,5,0,0,0,0
7,36,0x0005,5,0,0,0,0
7,37,0x0005,5,0,0,0,0
7,38,0x0005,5,0,0,0,0
7,39,0x01AA,426,0,0,0,0
7,40,0x01AB,427,0,0,0,0
7,41,0x01AC,428,0,0,0,0
7,42,0x01AD,429,0,0,0,0
7,43,0x01AE,430,0,0,0,0
7,44,0x01AF,431,0,0,0,0
7,45,0x01B0,432,0,0,0,0
7,46,0x01B1,433,0,0,0,0
7,47,0x01B2,434,0,0,0,0
7,48,0x0005,5,0,0,0,0
7,49,0x0005,5,0,0,0,0
7,50,0x0005,5,0,0,0,0
7,51,0x0005,5,0,0,0,0
7,52,0x0005,5,0,0,0,0
7,53,0x0005,5,0,0,0,0
7,54,0x0005,5,0,0,0,0
7,55,0x0005,5,0,0,0,0
7,56,0x0005,5,0,0,0,0
7,57,0x0005,5,0,0,0,0
7,58,0x0005,5,0,0,0,0
7,59,0x0005,5,0,0,0,0
7,60,0x0005,5,0,0,0,0
7,61,0x0005,5,0,0,0,0
7,62,0x0005,5,0,0,0,0
7,63,0x4004,4,0,0,1,0
8,0,0x0000,0,0,0,0,0
8,1,0x0000,0,0,0,0,0
8,2,0x0000,0,0,0,0,0
8,3,0x0000,0,0,0,0,0
8,4,0x0000,0,0,0,0,0
8,5,0x0000,0,0,0,0,0
8,6,0x0000,0,0,0,0,0
8,7,0x0000,0,0,0,0,0
8,8,0x0000,0,0,0,0,0
8,9,0x0000,0,0,0,0,0
8,10,0x0000,0,0,0,0,0
8,11,0x0000,0,0,0,0,0
8,12,0x0000,0,0,0,0,0
8,13,0x0000,0,0,0,0,0
8,14,0x0000,0,0,0,0,0
8,15,0x0000,0,0,0,0,0
8,16,0x0000,0,0,0,0,0
8,17,0x0000,0,0,0,0,0
8,18,0x0000,0,0,0,0,0
8,19,0x0000,0,0,0,0,0
8,20,0x0000,0,0,0,0,0
8,21,0x0000,0,0,0,0,0
8,22,0x0000,0,0,0,0,0
8,23,0x0000,0,0,0,0,0
8,24,0x0000,0,0,0,0,0
8,25,0x0000,0,0,0,0,0
8,26,0x0000,0,0,0,0,0
8,27,0x0000,0,0,0,0,0
8,28,0x0000,0,0,0,0,0
8,29,0x0000,0,0,0,0,0
8,30,0x0000,0,0,0,0,0
8,31,0x0000,0,0,0,0,0
8,32,0x0004,4,0,0,0,0
8,33,0x0005,5,0,0,0,0
8,34,0x0005,5,0,0,0,0
8,35,0x0005,5,0,0,0,0
8,36,0x0005,5,0,0,0,0
8,37,0x01B3,435,0,0,0,0
8,38,0x01B4,436,0,0,0,0
8,39,0x01B5,437,0,0,0,0
8,40,0x0126,294,0,0,0,0
8,41,0x012D,301,0,0,0,0
8,42,0x01B6,438,0,0,0,0
8,43,0x00EF,239,0,0,0,0
8,44,0x0124,292,0,0,0,0
8,45,0x01B7,439,0,0,0,0
8,46,0x01B8,440,0,0,0,0
8,47,0x0038,56,0,0,0,0
8,48,0x0005,5,0,0,0,0
8,49,0x0005,5,0,0,0,0
8,50,0x0005,5,0,0,0,0
8,51,0x0005,5,0,0,0,0
8,52,0x0005,5,0,0,0,0
8,53,0x0005,5,0,0,0,0
8,54,0x0005,5,0,0,0,0
8,55,0x0005,5,0,0,0,0
8,56,0x0005,5,0,0,0,0
8,57,0x0005,5,0,0,0,0
8,58,0x0005,5,0,0,0,0
8,59,0x0005,5,0,0,0,0
8,60,0x0005,5,0,0,0,0
8,61,0x0005,5,0,0,0,0
8,62,0x0005,5,0,0,0,0
8,63,0x4004,4,0,0,1,0
9,0,0x0000,0,0,0,0,0
9,1,0x0000,0,0,0,0,0
9,2,0x0000,0,0,0,0,0
9,3,0x0000,0,0,0,0,0
9,4,0x0000,0,0,0,0,0
9,5,0x0000,0,0,0,0,0
9,6,0x0000,0,0,0,0,0
9,7,0x0000,0,0,0,0,0
9,8,0x0000,0,0,0,0,0
9,9,0x0000,0,0,0,0,0
9,10,0x0000,0,0,0,0,0
9,11,0x0000,0,0,0,0,0
9,12,0x0000,0,0,0,0,0
9,13,0x0000,0,0,0,0,0
9,14,0x0000,0,0,0,0,0
9,15,0x0000,0,0,0,0,0
9,16,0x0000,0,0,0,0,0
9,17,0x0000,0,0,0,0,0
9,18,0x0000,0,0,0,0,0
9,19,0x0000,0,0,0,0,0
9,20,0x0000,0,0,0,0,0
9,21,0x0000,0,0,0,0,0
9,22,0x0000,0,0,0,0,0
9,23,0x0000,0,0,0,0,0
9,24,0x0000,0,0,0,0,0
9,25,0x0000,0,0,0,0,0
9,26,0x0000,0,0,0,0,0
9,27,0x0000,0,0,0,0,0
9,28,0x0000,0,0,0,0,0
9,29,0x0000,0,0,0,0,0
9,30,0x0000,0,0,0,0,0
9,31,0x0000,0,0,0,0,0
9,32,0x0004,4,0,0,0,0
9,33,0x0005,5,0,0,0,0
9,34,0x0005,5,0,0,0,0
9,35,0x0005,5,0,0,0,0
9,36,0x0005,5,0,0,0,0
9,37,0x01B9,441,0,0,0,0
9,38,0x01BA,442,0,0,0,0
9,39,0x01BB,443,0,0,0,0
9,40,0x01BC,444,0,0,0,0
9,41,0x0143,323,0,0,0,0
9,42,0x01BD,445,0,0,0,0
9,43,0x00FD,253,0,0,0,0
9,44,0x013A,314,0,0,0,0
9,45,0x01BE,446,0,0,0,0
9,46,0x01BF,447,0,0,0,0
9,47,0x01C0,448,0,0,0,0
9,48,0x0005,5,0,0,0,0
9,49,0x0005,5,0,0,0,0
9,50,0x0005,5,0,0,0,0
9,51,0x0005,5,0,0,0,0
9,52,0x0005,5,0,0,0,0
9,53,0x0005,5,0,0,0,0
9,54,0x0005,5,0,0,0,0
9,55,0x0005,5,0,0,0,0
9,56,0x0005,5,0,0,0,0
9,57,0x0005,5,0,0,0,0
9,58,0x0005,5,0,0,0,0
9,59,0x0005,5,0,0,0,0
9,60,0x0005,5,0,0,0,0
9,61,0x0005,5,0,0,0,0
9,62,0x0005,5,0,0,0,0
9,63,0x4004,4,0,0,1,0
10,0,0x0000,0,0,0,0,0
10,1,0x0000,0,0,0,0,0
10,2,0x0000,0,0,0,0,0
10,3,0x0000,0,0,0,0,0
10,4,0x0000,0,0,0,0,0
10,5,0x0000,0,0,0,0,0
10,6,0x0000,0,0,0,0,0
10,7,0x0000,0,0,0,0,0
10,8,0x0000,0,0,0,0,0
10,9,0x0000,0,0,0,0,0
10,10,0x0000,0,0,0,0,0
10,11,0x0000,0,0,0,0,0
10,12,0x0000,0,0,0,0,0
10,13,0x0000,0,0,0,0,0
10,14,0x0000,0,0,0,0,0
10,15,0x0000,0,0,0,0,0
10,16,0x0000,0,0,0,0,0
10,17,0x0000,0,0,0,0,0
10,18,0x0000,0,0,0,0,0
10,19,0x0000,0,0,0,0,0
10,20,0x0000,0,0,0,0,0
10,21,0x0000,0,0,0,0,0
10,22,0x0000,0,0,0,0,0
10,23,0x0000,0,0,0,0,0
10,24,0x0000,0,0,0,0,0
10,25,0x0000,0,0,0,0,0
10,26,0x0000,0,0,0,0,0
10,27,0x0000,0,0,0,0,0
10,28,0x0000,0,0,0,0,0
10,29,0x0000,0,0,0,0,0
10,30,0x0000,0,0,0,0,0
10,31,0x0000,0,0,0,0,0
10,32,0x0004,4,0,0,0,0
10,33,0x0005,5,0,0,0,0
10,34,0x0005,5,0,0,0,0
10,35,0x0005,5,0,0,0,0
10,36,0x0005,5,0,0,0,0
10,37,0x01C1,449,0,0,0,0
10,38,0x01C2,450,0,0,0,0
10,39,0x01C3,451,0,0,0,0
10,40,0x01C4,452,0,0,0,0
10,41,0x0116,278,0,0,0,0
10,42,0x01C5,453,0,0,0,0
10,43,0x0150,336,0,0,0,0
10,44,0x01C6,454,0,0,0,0
10,45,0x41C3,451,0,0,1,0
10,46,0x01C7,455,0,0,0,0
10,47,0x01C8,456,0,0,0,0
10,48,0x0005,5,0,0,0,0
10,49,0x0005,5,0,0,0,0
10,50,0x0005,5,0,0,0,0
10,51,0x0005,5,0,0,0,0
10,52,0x0005,5,0,0,0,0
10,53,0x0005,5,0,0,0,0
10,54,0x0005,5,0,0,0,0
10,55,0x0005,5,0,0,0,0
10,56,0x0005,5,0,0,0,0
10,57,0x0005,5,0,0,0,0
10,58,0x0005,5,0,0,0,0
10,59,0x0005,5,0,0,0,0
10,60,0x0005,5,0,0,0,0
10,61,0x0005,5,0,0,0,0
10,62,0x0005,5,0,0,0,0
10,63,0x4004,4,0,0,1,0
11,0,0x0000,0,0,0,0,0
11,1,0x0000,0,0,0,0,0
11,2,0x0000,0,0,0,0,0
11,3,0x0000,0,0,0,0,0
11,4,0x0000,0,0,0,0,0
11,5,0x0000,0,0,0,0,0
11,6,0x0000,0,0,0,0,0
11,7,0x0000,0,0,0,0,0
11,8,0x0000,0,0,0,0,0
11,9,0x0000,0,0,0,0,0
11,10,0x0000,0,0,0,0,0
11,11,0x0000,0,0,0,0,0
11,12,0x0000,0,0,0,0,0
11,13,0x0000,0,0,0,0,0
11,14,0x0000,0,0,0,0,0
11,15,0x0000,0,0,0,0,0
11,16,0x0000,0,0,0,0,0
11,17,0x0000,0,0,0,0,0
11,18,0x0000,0,0,0,0,0
11,19,0x0000,0,0,0,0,0
11,20,0x0000,0,0,0,0,0
11,21,0x0000,0,0,0,0,0
11,22,0x0000,0,0,0,0,0
11,23,0x0000,0,0,0,0,0
11,24,0x0000,0,0,0,0,0
11,25,0x0000,0,0,0,0,0
11,26,0x0000,0,0,0,0,0
